group_name,subgroup_name,subsubgroup_name,food_name,kcal,proteins,carbs,carbs_sugar,fats,fats_saturated,fibers,salt,new_name,deleted
produits céréaliers,pains et assimilés,biscottes et pains grillés,Pain grillé suédois aux fruits,401,8.0,70.8,13.0,8.0,3.0,5.2,0.9,Pain grillé suédois aux fruits,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Pain grillé, tranches, multicéréale",419,11.1,68.8,3.7,9.3,1.0,6.0,1.1,"Pain grillé, tranches, multicéréale",False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Croûton à tartiner,374,12.3,70.0,7.5,2.8,1.4,7.0,1.3,Croûton à tartiner,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Croûtons nature, préemballés",495,8.4,59.1,4.0,24.1,4.3,2.6,1.7,"Croûtons nature, préemballés",False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Chapelure,374,11.6,70.0,6.9,3.8,0.9,4.5,1.8,Chapelure,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,Gressin,433,12.7,65.3,2.1,11.8,2.8,5.2,1.8,Gressin,False
produits céréaliers,pains et assimilés,biscottes et pains grillés,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé",492,8.8,58.9,11.8,24.1,2.2,2.0,2.4,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé",False
produits céréaliers,biscuits apéritifs,-,"Pop-corn ou Maïs éclaté, à l'huile, salé",485,11.0,52.6,0.6,23.8,9.8,8.1,1.2,"Pop-corn ou Maïs éclaté, à l'huile, salé",False
produits céréaliers,biscuits apéritifs,-,"Pop-corn ou Maïs éclaté, à l'air, non salé",417,10.2,60.0,0.9,12.3,4.6,12.8,0.0,"Pop-corn ou Maïs éclaté, à l'air, non salé",False
produits céréaliers,biscuits apéritifs,-,"Pop-corn ou Maïs éclaté, au caramel",418,3.0,85.4,62.0,6.5,1.0,3.0,0.1,"Pop-corn ou Maïs éclaté, au caramel",False
produits céréaliers,biscuits apéritifs,-,Chips de crevette,508,3.1,63.7,7.1,26.6,2.4,1.0,1.5,Chips de crevette,False
produits céréaliers,biscuits apéritifs,-,Chips de maïs ou tortilla chips,495,6.6,59.5,2.6,24.7,10.0,4.2,1.4,Chips de maïs ou tortilla chips,False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif soufflé, à base de pomme de terre",484,4.2,60.5,1.6,24.1,6.3,3.8,3.1,"Biscuit apéritif soufflé, à base de pomme de terre",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif, mini bretzel ou sticks",379,11.2,74.4,2.0,3.1,1.4,4.3,3.7,"Biscuit apéritif, mini bretzel ou sticks",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif soufflé, à base de pomme de terre et de soja",409,17.4,58.3,7.2,9.3,0.9,7.7,2.1,"Biscuit apéritif soufflé, à base de pomme de terre et de soja",False
produits céréaliers,biscuits apéritifs,-,Biscuit apéritif (aliment moyen),486,9.2,60.3,3.8,22.3,9.5,3.4,2.4,Biscuit apéritif (aliment moyen),False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",489,7.0,62.1,2.8,23.0,9.7,3.1,2.5,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif, crackers, garni ou fourré, au fromage",537,13.8,46.3,5.4,32.2,19.9,3.4,1.9,"Biscuit apéritif, crackers, garni ou fourré, au fromage",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif, crackers, nature",499,10.5,59.0,5.4,23.9,12.1,3.1,2.3,"Biscuit apéritif, crackers, nature",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif, crackers, nature, allégé en matière grasse",410,6.5,73.1,4.0,9.3,4.7,3.7,3.0,"Biscuit apéritif, crackers, nature, allégé en matière grasse",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",487,13.3,54.8,3.1,22.9,5.9,4.0,1.9,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète",False
produits céréaliers,biscuits apéritifs,-,"Biscuit apéritif à base de pomme de terre, type tuile salée",521,4.6,59.1,2.9,28.8,9.0,3.3,1.6,"Biscuit apéritif à base de pomme de terre, type tuile salée",False
produits céréaliers,biscuits apéritifs,-,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",518,15.8,45.4,4.5,29.7,7.8,3.2,2.8,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",False
produits céréaliers,biscuits apéritifs,-,Biscuit apéritif feuilleté,509,12.3,53.7,1.9,26.5,17.5,2.7,2.5,Biscuit apéritif feuilleté,False
produits céréaliers,biscuits apéritifs,-,"Crêpe dentelle (pour apéritif) au fromage, préemballée",555,9.3,48.8,14.2,35.6,23.3,1.2,1.7,"Crêpe dentelle (pour apéritif) au fromage, préemballée",False
,,,Fécule de pomme de terre,348,0.0,86.3,0.0,0.2,0.0,0.6,0.0,Fécule de pomme de terre,False
,,,Flocon d'avoine,367,13.3,57.9,1.0,6.5,1.1,10.2,0.0,Flocon d'avoine,False
,,,Farine de blé tendre ou froment T110,343,9.6,68.6,1.6,1.5,0.3,6.8,0.0,Farine de blé tendre ou froment T110,False
,,,Farine de blé tendre ou froment T150,342,11.4,64.9,1.8,1.5,0.2,10.2,0.0,Farine de blé tendre ou froment T150,False
,,,Farine de blé tendre ou froment T65,346,13.6,67.6,1.5,1.0,0.0,3.5,0.0,Farine de blé tendre ou froment T65,False
,,,Farine de blé tendre ou froment T55 (pour pains),350,9.0,73.7,1.5,1.0,0.2,3.2,0.0,Farine de blé tendre ou froment T55 (pour pains),False
,,,Farine de blé tendre ou froment avec levure incorporée,350,9.1,74.0,2.5,1.0,0.5,2.5,0.0,Farine de blé tendre ou froment avec levure incorporée,False
,,,Farine de blé tendre ou froment T45 (pour pâtisserie),356,9.1,75.9,0.4,0.8,0.1,2.5,0.1,Farine de blé tendre ou froment T45 (pour pâtisserie),False
,,,Farine de blé tendre ou froment T80,355,10.0,73.2,1.8,1.2,0.2,4.2,0.0,Farine de blé tendre ou froment T80,False
,,,Farine d'épeautre (grand épeautre),352,11.4,64.0,1.3,3.0,0.5,9.3,0.0,Farine d'épeautre (grand épeautre),False
,,,Amidon de maïs ou fécule de maïs,362,0.4,89.2,0.0,0.2,0.0,0.8,0.0,Amidon de maïs ou fécule de maïs,False
,,,Farine de riz,357,7.6,73.9,0.9,2.5,0.5,3.3,0.0,Farine de riz,False
,,,Farine de seigle T170,315,15.9,44.8,2.3,2.2,0.3,23.8,0.0,Farine de seigle T170,False
,,,Farine de seigle T85,344,8.1,70.7,0.9,1.4,0.2,7.2,0.0,Farine de seigle T85,False
,,,Farine de seigle T130,344,7.2,70.9,1.1,1.1,0.2,9.5,0.0,Farine de seigle T130,False
,,,Farine de sarrasin,348,11.5,68.4,0.0,2.2,0.3,4.2,0.0,Farine de sarrasin,False
,,,Farine de maïs,361,6.2,78.1,0.6,2.1,0.3,2.6,0.0,Farine de maïs,False
,,,Farine d'orge,339,9.9,64.5,0.8,2.3,0.4,8.8,0.0,Farine d'orge,False
,,,Farine de millet,350,10.2,63.2,0.5,4.1,0.8,9.7,0.0,Farine de millet,False
,,,Farine de pois chiche,359,22.4,47.0,10.9,6.7,0.7,10.8,0.2,Farine de pois chiche,False
,,,Farine de soja,460,35.8,22.9,7.5,21.4,3.0,10.0,0.0,Farine de soja,False
,,,Amidon de riz,343,0.6,85.0,0.0,0.0,0.0,0.0,0.0,Amidon de riz,False
,,,"Pâte à pizza fine, crue",279,7.7,44.6,2.2,7.0,1.5,1.9,1.9,"Pâte à pizza fine, crue",False
,,,"Pâte brisée, crue",377,5.4,43.6,3.8,19.5,9.0,1.8,1.1,"Pâte brisée, crue",False
,,,"Pâte brisée, matière grasse végétale, cuite",505,7.5,58.3,0.0,26.4,3.9,0.9,1.7,"Pâte brisée, matière grasse végétale, cuite",False
,,,"Pâte brisée, pur beurre, crue",384,5.8,44.9,3.2,19.5,13.1,1.9,1.5,"Pâte brisée, pur beurre, crue",False
,,,"Pâte brisée, pur beurre, surgelée, crue",387,5.6,43.3,7.6,20.7,11.5,1.6,0.8,"Pâte brisée, pur beurre, surgelée, crue",False
,,,"Pâte brisée, pur beurre, cuite",497,7.6,61.1,3.2,23.9,16.1,1.7,1.2,"Pâte brisée, pur beurre, cuite",False
,,,"Pâte feuilletée, matière grasse végétale, crue",377,5.4,41.4,2.3,20.4,7.6,1.9,1.2,"Pâte feuilletée, matière grasse végétale, crue",False
,,,"Pâte feuilletée, surgelée, crue",400,3.3,33.3,1.7,27.4,13.3,3.0,1.1,"Pâte feuilletée, surgelée, crue",False
,,,"Pâte feuilletée, cuite",531,7.2,54.1,0.3,31.0,15.9,1.8,1.6,"Pâte feuilletée, cuite",False
,,,"Pâte feuilletée pur beurre, crue",368,5.6,39.7,3.0,20.1,14.1,2.3,1.4,"Pâte feuilletée pur beurre, crue",False
,,,"Pâte feuilletée pur beurre, surgelée crue",398,5.0,35.3,1.3,25.8,17.7,1.4,0.9,"Pâte feuilletée pur beurre, surgelée crue",False
,,,"Pâte feuilletée pur beurre, cuite",509,4.6,57.0,1.0,28.7,19.0,1.2,1.0,"Pâte feuilletée pur beurre, cuite",False
,,,"Feuille de brick, cuite à sec sans matière grasse",378,6.2,82.4,0.0,1.8,0.3,3.0,0.0,"Feuille de brick, cuite à sec sans matière grasse",False
,,,"Pâte sablée, crue",404,5.3,51.0,13.0,19.6,9.9,1.2,0.2,"Pâte sablée, crue",False
,,,"Pâte sablée, cuite",505,5.7,64.4,22.9,24.6,11.8,1.5,0.3,"Pâte sablée, cuite",False
,,,"Pâte sablée pur beurre, crue",383,6.0,53.6,13.4,15.8,10.1,1.6,0.0,"Pâte sablée pur beurre, crue",False
,,,"Pâte phyllo ou Pâte filo, crue",289,7.1,50.8,0.2,6.0,1.5,1.9,1.2,"Pâte phyllo ou Pâte filo, crue",False
,,,"Pâte sablée pur beurre, surgelée, crue",423,4.9,60.9,21.3,17.5,12.0,1.2,0.2,"Pâte sablée pur beurre, surgelée, crue",False
,,,"Pâte sablée pur beurre, cuite",469,6.2,63.0,20.1,20.9,13.7,1.9,0.5,"Pâte sablée pur beurre, cuite",False
,,,Pâte à pizza crue,240,7.0,44.2,1.4,3.4,0.2,2.2,1.3,Pâte à pizza crue,False
,,,"Khatfa feuille de brick, préemballée",283,7.0,59.0,2.0,1.5,0.1,2.5,3.2,"Khatfa feuille de brick, préemballée",False
,,,Pâte à pizza cuite,324,7.8,55.3,3.3,7.1,1.7,2.5,1.7,Pâte à pizza cuite,False
"viandes, œufs, poissons et assimilés",viandes cuites,-,"Viande blanche, cuite (aliment moyen)",173,28.1,0.3,0.0,6.6,2.2,0.0,0.2,"Viande blanche, cuite (aliment moyen)",False
"viandes, œufs, poissons et assimilés",viandes cuites,-,"Viande rouge, cuite (aliment moyen)",195,26.0,0.0,0.0,10.1,4.2,0.0,0.2,"Viande rouge, cuite (aliment moyen)",False
"viandes, œufs, poissons et assimilés",viandes cuites,-,Viande cuite (aliment moyen),182,27.2,0.2,0.0,8.0,3.0,0.0,0.2,Viande cuite (aliment moyen),False
"viandes, œufs, poissons et assimilés",viandes cuites,-,"Volaille, cuite (aliment moyen)",166,27.6,0.3,0.0,6.0,1.8,0.0,0.2,"Volaille, cuite (aliment moyen)",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, entrecôte, partie maigre, grillée/poêlée",198,25.5,0.0,0.0,10.7,4.8,0.0,0.2,"Boeuf, entrecôte, partie maigre, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, braisé",240,32.1,0.0,0.0,12.4,5.7,0.0,0.2,"Boeuf, braisé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, gîte à la noix, cuit",102,21.0,0.2,0.0,1.9,0.8,0.0,0.0,"Boeuf, gîte à la noix, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, faux-filet, rôti/cuit au four",194,28.8,0.0,0.0,8.7,3.6,0.0,0.0,"Boeuf, faux-filet, rôti/cuit au four",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, faux-filet, grillé/poêlé",182,27.1,0.0,0.0,8.2,3.4,0.0,0.1,"Boeuf, faux-filet, grillé/poêlé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, plat de côtes, braisé",269,37.3,0.0,0.0,13.3,5.6,0.0,0.1,"Boeuf, plat de côtes, braisé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, hampe, grillée/poêlée",174,21.6,0.0,0.0,9.8,4.4,0.0,0.0,"Boeuf, hampe, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, joue, braisée ou bouillie",236,39.2,0.0,0.0,8.8,3.2,0.0,0.0,"Boeuf, joue, braisée ou bouillie",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, jarret, bouilli/cuit à l'eau",161,31.0,0.0,0.0,4.1,1.1,0.0,0.0,"Boeuf, jarret, bouilli/cuit à l'eau",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, tende de tranche, grillée/poêlée",141,28.7,0.0,0.0,2.9,1.0,0.0,0.0,"Boeuf, tende de tranche, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, tende de tranche, rôtie/cuite au four",146,29.8,0.0,0.0,3.0,1.0,0.0,0.0,"Boeuf, tende de tranche, rôtie/cuite au four",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak ou bifteck, grillé",128,27.6,0.0,0.0,2.0,0.9,0.0,0.2,"Boeuf, steak ou bifteck, grillé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, onglet, grillé",171,23.0,0.0,0.0,8.8,0.0,0.0,0.0,"Boeuf, onglet, grillé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, rumsteck, grillé",123,25.0,0.0,0.0,2.5,0.7,0.0,0.0,"Boeuf, rumsteck, grillé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, boule de macreuse, grillée/poêlée",144,26.7,0.0,0.0,4.1,1.5,0.0,0.0,"Boeuf, boule de macreuse, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, rosbif, rôti/cuit au four",117,21.9,0.3,0.0,3.2,0.6,0.0,0.0,"Boeuf, rosbif, rôti/cuit au four",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, bavette d'aloyau, grillée/poêlée",162,25.0,0.0,0.0,6.9,2.7,0.0,0.0,"Boeuf, bavette d'aloyau, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, boule de macreuse, rôtie/cuite au four",147,27.3,0.0,0.0,4.2,1.6,0.0,0.0,"Boeuf, boule de macreuse, rôtie/cuite au four",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, à bourguignon ou pot-au-feu, cuit",172,34.0,0.0,0.0,4.0,2.8,0.0,0.2,"Boeuf, à bourguignon ou pot-au-feu, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, collier, braisé",184,33.0,0.0,0.0,5.8,2.0,0.0,0.0,"Boeuf, collier, braisé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 5% MG, cuit",155,25.5,0.0,0.0,5.8,2.7,0.0,0.2,"Boeuf, steak haché 5% MG, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 10% MG, cuit",210,26.1,0.0,0.0,11.8,4.6,0.0,0.2,"Boeuf, steak haché 10% MG, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 15% MG, cuit",239,23.6,0.0,0.0,16.1,7.1,0.0,0.2,"Boeuf, steak haché 15% MG, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché 20% MG, cuit",265,23.0,0.1,0.0,19.2,8.1,0.0,0.2,"Boeuf, steak haché 20% MG, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, steak haché, cuit (aliment moyen)",231,23.8,0.0,0.0,15.1,6.6,0.0,0.2,"Boeuf, steak haché, cuit (aliment moyen)",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, paleron, braisé ou bouilli",251,36.8,0.2,0.0,11.4,4.5,0.0,0.2,"Boeuf, paleron, braisé ou bouilli",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, queue, bouillie/cuite à l'eau",196,28.0,0.0,0.0,9.3,3.7,0.0,0.0,"Boeuf, queue, bouillie/cuite à l'eau",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, côte, grillée/poêlée",156,25.1,0.0,0.0,6.2,2.1,0.0,0.2,"Veau, côte, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, carré, sauté/poêlé",171,28.0,0.0,0.0,6.6,2.6,0.0,0.0,"Veau, carré, sauté/poêlé",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, escalope, cuite",147,31.0,0.0,0.0,2.5,0.8,0.0,0.2,"Veau, escalope, cuite",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, noix, grillée/poêlée",147,29.1,0.0,0.0,3.4,1.1,0.0,0.0,"Veau, noix, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, noix, rôtie",147,29.1,0.0,0.0,3.4,1.1,0.0,0.0,"Veau, noix, rôtie",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, filet, rôti/cuit au four",201,23.4,0.5,0.0,11.7,4.1,0.0,0.2,"Veau, filet, rôti/cuit au four",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, rôti, cuit",143,28.1,0.0,0.0,3.4,1.2,0.0,0.2,"Veau, rôti, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, épaule, grillée/poêlée",166,27.6,0.0,0.0,6.2,2.1,0.0,0.0,"Veau, épaule, grillée/poêlée",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, épaule, braisée ou bouillie",219,36.4,0.0,0.0,8.1,2.9,0.0,0.0,"Veau, épaule, braisée ou bouillie",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, viande, cuite (aliment moyen)",169,29.0,0.7,0.0,5.6,1.8,0.1,0.2,"Veau, viande, cuite (aliment moyen)",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, jarret, braisé ou bouilli",207,37.4,0.0,0.0,6.4,2.0,0.0,0.0,"Veau, jarret, braisé ou bouilli",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, tête, bouillie/cuite à l'eau",187,21.0,0.0,0.0,11.4,4.2,0.0,0.0,"Veau, tête, bouillie/cuite à l'eau",False
"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, collier, braisé ou bouilli",233,34.9,0.0,0.0,10.4,3.5,0.0,0.0,"Veau, collier, braisé ou bouilli",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, longe, cuite",240,27.1,0.0,0.0,14.7,5.4,0.0,0.2,"Porc, longe, cuite",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, palette, crue",208,24.8,0.0,0.0,12.1,4.6,0.0,0.2,"Porc, palette, crue",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, épaule, cuite",253,30.0,0.0,0.0,14.8,5.6,0.0,0.1,"Porc, épaule, cuite",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, côte, grillée",211,29.6,0.0,0.0,10.3,4.1,0.0,0.1,"Porc, côte, grillée",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, rouelle de jambon, cuite",266,36.9,0.0,0.0,13.1,0.0,0.0,0.2,"Porc, rouelle de jambon, cuite",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, carré, cuit",206,34.1,0.6,0.0,7.4,3.0,0.0,0.1,"Porc, carré, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, filet, maigre, en rôti, cuit",198,28.3,0.0,0.0,9.4,0.0,0.0,0.2,"Porc, filet, maigre, en rôti, cuit",False
"viandes, œufs, poissons et assimilés",viandes cuites,porc,"Porc, filet mignon, cuit",168,26.1,0.0,0.0,7.1,2.6,0.0,0.1,"Porc, filet mignon, cuit",False
